learning_rate,beta_1,beta_2,epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100,Test
0.01,0.9,0.999,0.018807755028084797,0.01811567842851946,0.01884057971014493,0.016849816849816852,0.017784256559766766,0.018807755028084797,0.017717827196500183,0.017717827196500183,0.017784256559766766,0.018807755028084797,0.01818181818181818
0.005,0.9,0.999,0.45308626894323717,0.46340713094552255,0.474393166824847,0.49613294282314424,0.5208679118760711,0.5107177260170335,0.5498394037528802,0.547145627609843,0.5722436400541102,0.5699085375629298,0.5863477746862538
0.005,0.9,0.99,0.48057194814040394,0.5685968143349012,0.637502508917475,0.6676423924416135,0.6654084433725929,0.6913320841287746,0.6898888938328216,0.7025677306711122,0.7135388074001974,0.7102542520625036,0.7169132235712101
0.005,0.8,0.999,0.017717827196500183,0.018807755028084797,0.017717827196500183,0.018807755028084797,0.017784256559766766,0.018807755028084797,0.016849816849816852,0.016849816849816852,0.017784256559766766,0.01834695731153497,0.01818181818181818
0.005,0.8,0.99,0.017784256559766766,0.01811567842851946,0.01811567842851946,0.018807755028084797,0.018807755028084797,0.018807755028084797,0.017717827196500183,0.01884057971014493,0.018807755028084797,0.01811567842851946,0.01818181818181818
0.001,0.9,0.999,0.7824954488983601,0.819798286579722,0.8304288307424116,0.8354222295014093,0.8314145847575711,0.8287042816821906,0.8319620051942112,0.8423104598491434,0.8380391247408481,0.8406747468879285,0.8399790439136895
0.001,0.9,0.99,0.797378865125616,0.8161491316395276,0.821198113232293,0.8381276093520835,0.8427440107462754,0.8472539660404521,0.8438678217067139,0.8380088918805079,0.8485620545886734,0.8398245553905823,0.8479509381504651
0.001,0.8,0.999,0.8061885351937608,0.8171241311857091,0.8248448198075307,0.838426875132672,0.8523225355535716,0.842498373598849,0.8407340429002813,0.8493742503336131,0.850043915075457,0.8516065052020532,0.8534163657689613
0.001,0.8,0.99,0.8047739431644327,0.8293831703661653,0.8315623903336977,0.840521041792474,0.8528580936274283,0.8514618306997395,0.8562274601754106,0.845312026101713,0.8540618485159281,0.8550953835539324,0.8529685918290346
0.001,0.8,0.99,0.7883322408418454,0.8156669820680402,0.8401142670355594,0.838816995831297,0.850343547027897,0.8404254113840303,0.8412687646035243,0.8320946351653744,0.8396961128436088,0.8458773117597541,0.8514097846596412
0.001,0.8,0.98,0.8005440149959412,0.8350027585399273,0.8370165300619996,0.8472938925981813,0.8437137158494187,0.837726396882433,0.8459523702667926,0.8404345463699082,0.8380187960163525,0.8432211059006637,0.8456819060248609
0.0005,0.9,0.999,0.790313559308111,0.8310826233026043,0.8478147018559078,0.8505565380429795,0.8489502714525365,0.8500831663322217,0.8481251825844067,0.8545266357359175,0.8609787990095462,0.8579257076463838,0.8548410031129638
0.0005,0.9,0.99,0.8071120113476887,0.8331636481011288,0.8392719842162286,0.8523431506593718,0.8466212993641067,0.8586705860829721,0.8451643141345592,0.8554743083780789,0.8488758795224343,0.8573201204150165,0.8575108867973681
0.0005,0.9,0.98,0.7945703520175968,0.8436240651455973,0.8472373523908787,0.8447489811856915,0.8634361924335188,0.8617518643428437,0.859211014551566,0.849878664569643,0.8588965632266395,0.8647899641616508,0.8676426247254246
0.0005,0.8,0.999,0.8100678580247275,0.838757449923912,0.8501471434296148,0.8473811334771213,0.8553185355514273,0.8613537148970158,0.8500189079182189,0.8503777790927372,0.8608443979995641,0.8718999731277218,0.8581507263642598
0.0005,0.8,0.99,0.7751373266292662,0.8392052032201848,0.849372100427833,0.8460673741298115,0.8504793887583932,0.8685871707626344,0.8566468540236751,0.8584573583405344,0.8545179897093892,0.8553888526883935,0.8608221291409851
0.0005,0.8,0.98,0.8116726983378608,0.8463628682263262,0.8327180131132963,0.8481488381136343,0.8553524638428966,0.8627730557017488,0.8568201184247861,0.8568543284124525,0.8525726676986569,0.8556511071063051,0.858676346590738
0.001,0.9,0.98,0.7903788049879321,0.825829122747139,0.8348392613599047,0.8391407423354778,0.8468166188226679,0.8425932320232189,0.8458710262281537,0.8392472049282412,0.8455291604578938,0.8444972827323687,0.8446325394834414
0.0001,0.9,0.999,0.6778516889595511,0.760034724293037,0.7937039066620233,0.7988232702070882,0.8235907717121398,0.8267661707914374,0.8367600040412153,0.8371430987873196,0.8361211312559196,0.8372494183195671,0.844782223243253
0.0001,0.9,0.5,0.6755347084104173,0.7599248115512145,0.7959493546731338,0.8214526487338178,0.8278579358419869,0.8319796471585101,0.8392974220521399,0.8430353658399365,0.831546788946248,0.8384923220377459,0.8436812403594744
0.0001,0.5,0.999,0.685997526846219,0.7662585295163419,0.8011921170235479,0.8233963936859761,0.8235794908049533,0.8185912028862081,0.826754907579549,0.8400097768564457,0.8398569784379338,0.8372363350857952,0.8412234498679787
0.0001,0.5,0.5,0.6551568854293613,0.755139583214533,0.7929514012655674,0.8104322878299808,0.8271521163766218,0.827658491641146,0.8422342672382779,0.8392002521258366,0.8349187384068528,0.8447398708006884,0.8445079436760728
5e-05,0.9,0.999,0.5599575726158946,0.6769679411216967,0.7107543493966519,0.738808421633214,0.7700070687711202,0.7877348769303775,0.7994141099549351,0.81328191033718,0.8118159357548166,0.8130967923331897,0.8224244294510523
5e-05,0.9,0.5,0.5986143465376113,0.681310453432788,0.7362883058739416,0.7661130274652768,0.7822354447265145,0.8014313356259596,0.8152073902542512,0.823918848441161,0.8307934258810873,0.8340151420798639,0.8336409917335883
5e-05,0.5,0.999,0.5954689493252492,0.6770752923980292,0.7271577216510575,0.75645766157119,0.7648478377181253,0.7783629668898404,0.8044470113444737,0.8083947535065397,0.8061928827489243,0.8135939178739802,0.8240176763148582
5e-05,0.5,0.5,0.5707272966722262,0.6318227648451742,0.6963869333455355,0.7330979412156118,0.7685824288390918,0.7794887333567317,0.7763856672559308,0.8035082088387542,0.8144526708577224,0.8208002121568307,0.8170585507969598
